beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support
,,,,,,,,,,1.3,1.21,1.31,1.26,1.22,1.3,,1.75,,0.97,1.19,1.17,1.79,1.76,2.22,1.26,1.23,2.02,1.15,1.11,1.18,1.5,1.38,1.4,1.16,1.37,1.69,2.26,0.86,1.1,0.53845,0.53557,0.53654,0.52568,0.52948,0.52709,0.50684,0.48679,0.46918,0.46419,0.47,0.34,0.36,0.37,0.38,0.39,0.38,0.38,0.4,0.4,160691.0,166970.0,173359.0,179891.0,186587.0,193012.0,199019.0,204916.0,210801.0,216696.0,222555.0,230992.0,243143.0,256632.0,270627.0,285116.0,300044.0,315337.0,330912.0,346697.0,362595.0,377430.0,391017.0,404772.0,419217.0,434375.0,450196.0,466565.0,483337.0,500349.0,517418.0,535415.0,554470.0,573755.0,593254.0,612934.0,632756.0,652643.0,672484.0,692133.0,711442.0,730257.0,748324.0,778256.0,833451.0,901921.0,970981.0,1040532.0,1110343.0,1179453.0,1213645.0,1212077.0,1224939.0,1261673.0,1311134.0,1362142.0,1409661.0,1456834.0,1487340.0,1494188.0,1477469.0,1463265.0,1472233.0,1485509.0,,,,,0.029429335,-0.008562588,-0.059311684,,,,0.10379605,0.080128744,0.128193483,,,,,,0.895931423,0.862002909,0.869870365,0.681822896,0.809205949,,0.84952116,0.888691068,0.905858517,,,,,,0.763664365,0.684587538,0.543587804,0.589015484,0.768383086,,0.715542972,0.787187219,0.813570559,,,,,,-0.46372509,-0.729693234,-1.084079385,-1.223989725,-1.32644105,-1.109268665,-1.193268418,-1.082750559,-1.167433977,,,,,,5.700523376,5.936869144,4.82397604,5.027186871,6.689711094,6.165133953,6.00737524,6.169673443,6.227320671,,,,,,10.61440563,10.61079693,10.60074043,10.62035942,10.66149044,10.688241,10.69027233,10.68379784,10.67569351,,,,,,0.904143453,0.877115071,0.90786773,0.911349595,0.883780539,,0.852550745,0.862700105,0.875747144,
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148,0.00147,0.00109,0.00065,0.00073,0.00012,0.00101,0.00092,0.00089,0.00151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50396429.0,51882769.0,53461661.0,55094115.0,56774465.0,58500159.0,60265259.0,62104488.0,63995652.0,65866908.0,67541860.0,68376204.0,69346705.0,71144818.0,72947807.0,74700345.0,76380080.0,78137788.0,80007550.0,81908151.0,83929765.0,86154836.0,88555336.0,91045478.0,93534239.0,95959099.0,98271746.0,100490256.0,102688833.0,104893674.0,107147651.0,109242834.0,111272102.0,113418757.0,115614891.0,117793338.0,119876868.0,122039226.0,124350471.0,126754824.0,129193327.0,131670484.0,134139826.0,136503206.0,138789725.0,140912590.0,142628831.0,144135934.0,145421318.0,146706810.0,148391139.0,150211005.0,152090649.0,154030139.0,155961299.0,157830000.0,159784568.0,161793964.0,163683958.0,165516222.0,167420951.0,169356251.0,171186372.0,172954319.0,,0.07464128,0.04651878,-0.037609734,-0.0686187,-0.010436201,-0.063727379,-0.028887972,-0.010207727,-0.092973076,-0.063412555,-0.083881758,0.016269062,-0.038008336,,0.611664236,0.604538321,0.606012166,0.630931079,0.659005642,0.83799535,0.66768229,0.741518021,0.735512853,0.814796269,0.874700487,0.896217167,0.90147084,,0.599945426,0.634598911,0.725386858,0.670300305,0.628579915,0.684993863,0.713508248,0.619046271,,0.634507656,0.559939086,0.568827093,0.541344702,,-0.978364944,-1.056773901,-0.974027038,-0.916895628,-0.846942365,-0.859902918,-0.890514851,-1.016622663,-0.684746504,-0.862021804,-0.923605621,-0.93284297,,,4.318909168,4.607322216,5.052278519,5.08285141,4.858481407,4.985649109,4.724443913,4.660161018,4.635564804,4.633473873,4.5561409,4.309771061,4.499217033,,7.616416931,7.672513008,7.719648838,7.75784874,7.800871372,7.85199213,7.903443813,7.95006752,7.997340679,8.049608231,8.107524872,8.167346954,8.22074604,,0.672002196,0.514170706,0.466553479,0.527813554,0.549398482,0.606459022,0.581765294,0.530139685,0.577065051,0.601468265,0.649116933,0.712552786,0.705556035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.83,1.87,1.92,1.58,1.24,0.88,0.79,0.98,1.14,1.19,1.22,1.18575,1.15,2.73,3.2,1.3344,1.55644,1.95326,2.28644,2.45578,2.33006,2.37,2.3,2.19,2.36,2.16,2.0,2.07,2.05,2.18,2.26,8198000.0,8271216.0,8351928.0,8437232.0,8524224.0,8610000.0,8696496.0,8785648.0,8874552.0,8960304.0,9040000.0,9115576.0,9188968.0,9257272.0,9317584.0,9367000.0,9411000.0,9463000.0,9525000.0,9584000.0,9643000.0,9710000.0,9776000.0,9843000.0,9910000.0,9975000.0,10043000.0,10111000.0,10140000.0,10170000.0,10189348.0,10194050.0,10216470.0,10239050.0,10226955.0,10193831.0,10159569.0,10117433.0,10071963.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9504583.0,9483836.0,9461643.0,9446836.0,9443211.0,9448515.0,9461076.0,9469379.0,9458989.0,9438785.0,9419758.0,9379952.0,9302585.0,9228071.0,9178298.0,,-0.252620548,-0.231694162,-0.22723186,-0.210204646,-0.17001006,-0.175661787,-0.225084871,-0.185315251,-0.056135096,-0.099120751,-0.133187562,-0.129172564,-0.181864843,,0.707080483,0.667299509,0.639923871,0.679292619,0.700064421,0.656010866,0.64524883,0.723431289,0.647184551,0.622753441,0.658228815,0.620979249,0.643602371,,0.605487466,0.595992029,,0.565596819,0.566530406,0.520889699,0.523195446,0.608714163,0.618929267,0.583726883,0.553870201,0.540905774,0.45033285,,-0.803500891,-0.68195653,-0.537414193,-0.529404283,-0.825014174,-0.873988688,-0.749283075,-0.769234776,-0.631544709,-0.677491605,-0.598577619,-0.66446048,,,5.657649994,5.616976261,5.463332176,5.56413126,5.525923252,5.225307941,5.749043465,5.876466274,5.812400818,5.718907833,5.177899361,5.552915096,5.233769894,,9.42628479,9.513374329,9.613955498,9.618182182,9.694934845,9.7507267,9.768808365,9.778838158,9.795022964,9.75438118,9.727537155,9.750800133,9.778738976,,0.917898655,0.857527673,0.903700352,0.907777846,0.918000162,0.909887791,0.901961505,0.922505975,0.880258858,0.924072623,0.926551104,0.900255799,0.904569268
,,,7.64,7.93,7.67,7.65,7.94,7.99,8.29,8.66,8.49,8.7,9.25,8.58,8.38,8.8,8.28,7.92,7.9,8.2,7.73,8.23,7.92,7.79,7.45,7.36,7.42,7.25,7.01,7.37,6.8,6.85,6.68,6.47,6.34,6.2,6.11,5.96,6.06,6.14678,6.07269,6.07494,6.125,5.92835,6.05073,5.59583,5.21181,5.03741,4.9406,5.03,4.89,4.78,4.6,4.72,4.6,4.46,4.42,4.4,4.35,9153489.0,9183948.0,9220578.0,9289770.0,9378113.0,9463667.0,9527807.0,9580991.0,9618756.0,9646032.0,9655549.0,9673162.0,9711115.0,9741720.0,9772419.0,9800700.0,9818227.0,9830358.0,9839534.0,9848382.0,9859242.0,9858982.0,9856303.0,9855520.0,9855372.0,9858308.0,9861823.0,9870234.0,9901664.0,9937697.0,9967379.0,10004486.0,10045158.0,10084475.0,10115603.0,10136811.0,10156637.0,10181245.0,10203008.0,10226419.0,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11427054.0,11488980.0,11538604.0,11586195.0,11685814.0,11822592.0,,,0.065763429,0.002997989,,0.018612977,-0.01785933,-0.053328026,0.013638751,-0.001687139,0.059581742,-0.058440432,0.051760148,-0.127278343,0.923843026,,0.900870383,0.887026727,,0.806930244,0.880153596,0.855266631,0.890711069,0.86095351,0.869474947,0.865759015,0.856801987,0.808386624,0.796278775,,0.813477159,0.81312269,,0.828258514,0.834544539,0.820485771,0.797417402,0.797633767,0.80517751,0.764590085,0.786367595,0.74956274,1.1082865,,1.059100151,0.973115921,,1.085666656,1.139849305,1.136510849,1.156564236,1.033804297,0.987220764,0.909132481,0.904255331,,7.262290478,,7.218839645,7.116590977,,6.853514194,7.111363888,6.935122013,7.10366106,6.855329037,6.904219151,6.948936462,6.928347588,6.89217186,10.59169674,,10.63641834,10.63632011,,10.62342072,10.6273756,10.62246037,10.61957264,10.63007927,10.63845348,10.64741421,10.66098404,10.6724453,0.934874713,,0.921602786,0.92297703,,0.930570185,0.936955452,0.92711705,0.909186184,0.943549156,0.885208845,0.928964078,0.921639085,0.929815531
,0.54,1.06,0.93,0.98,1.08,0.9,0.79,0.94,1.15,1.09,1.13,1.6,1.65,2.22,2.36,2.39,2.62,1.95,2.21,2.05,2.6,2.22,2.24,1.65,1.5,1.35,1.41,1.54,,1.68,1.71,2.02,3.59,2.72,2.71,2.12,2.16,2.2,2.19,2.75664,2.87368,3.01251,3.60351,3.88178,3.86359,4.00683,4.73656,4.70399,4.36487,4.33,4.24,4.18,4.14,4.14,4.25,4.15,3.91,3.88,3.88,91403.0,93757.0,96188.0,98862.0,101772.0,104838.0,108062.0,111411.0,114825.0,118145.0,120905.0,123091.0,125054.0,126875.0,128620.0,130801.0,133471.0,136183.0,138933.0,141823.0,145133.0,148764.0,152409.0,156053.0,159721.0,163436.0,167191.0,170980.0,174817.0,178695.0,182589.0,186462.0,190299.0,194177.0,198416.0,203556.0,209840.0,217117.0,224907.0,232733.0,240406.0,248100.0,255987.0,263998.0,272128.0,280375.0,288729.0,297173.0,305671.0,314171.0,322106.0,329538.0,337059.0,344688.0,352335.0,359871.0,367313.0,374693.0,382066.0,389095.0,394921.0,400031.0,405272.0,410825.0,,,0.017159952,,,,,,,0.004827182,,,,,,,0.705305934,,,,,,,0.873569071,,,,,,,0.75878334,,,,,,,0.754977345,,,,,,,0.360451818,,,,,,,0.284335703,,,,,,,6.450644493,,,,,,,5.955646515,,,,,,,8.97496891,,,,,,,8.987143517,,,,,,,0.87226665,,,,,,,0.756932497,,,,
,0.57,0.53,0.54,0.49,0.47,0.46,0.42,0.46,0.48,0.51,0.57,0.58,0.63,0.69,0.69,0.7,0.82,0.82,0.81,0.79,0.98,0.87,0.8,0.85,0.83,0.81,0.89,0.8,0.99,0.61,0.44,0.46,0.52,0.46,0.46,0.65,0.58,0.54,0.37,0.54424,0.66626,0.74333,0.71192,0.54301,0.52085,0.54146,0.56355,0.64038,0.64,0.7,0.82,0.94,0.92,1.04,1.03,0.95,0.87,0.81,0.81,2512284.0,2551216.0,2593302.0,2638082.0,2685619.0,2735843.0,2788642.0,2843739.0,2901218.0,2961166.0,3023443.0,3088381.0,3156408.0,3227380.0,3301276.0,3378703.0,3460329.0,3546454.0,3636927.0,3732394.0,3833939.0,3941569.0,4054385.0,4171526.0,4293070.0,4419552.0,4551382.0,4688787.0,4831624.0,4979680.0,5133419.0,5293046.0,5457778.0,5706181.0,5923394.0,6046511.0,6203860.0,6387026.0,6584183.0,6788589.0,6998023.0,7212041.0,7431783.0,7659208.0,7894554.0,8149419.0,8402631.0,8647761.0,8906469.0,9172514.0,9445710.0,9726380.0,10014078.0,10308730.0,10614844.0,10932783.0,11260085.0,11596779.0,11940683.0,12290444.0,12643123.0,12996895.0,13352864.0,13712828.0,,0.012085052,,0.018804472,,,-0.119083703,-0.088222332,-0.06181385,-0.072841816,-0.003976707,-0.042874601,-0.042811081,0.024661165,,0.580069304,,0.709476948,,,0.772918761,0.768971086,0.783240497,0.775545776,0.733383596,0.779795229,0.72680825,0.713264048,,0.587210357,,0.583623111,,,0.62582016,0.5825243,0.702019334,0.589645088,0.592222333,0.608236969,0.614722311,0.646655142,,0.454894096,,0.359619409,,,0.242373466,0.244426534,0.228342891,0.14672102,0.142651409,0.206786573,0.211715877,,,3.329801559,,3.66713953,,,3.870279551,3.193468809,3.479412794,3.347419262,3.624664307,4.007357597,4.853180885,5.81982708,,7.469059944,,7.518166542,,,7.507083416,7.526153564,7.567681313,7.601440907,7.594452858,7.605700016,7.63251543,7.663907051,,0.444781214,,0.382373512,,,0.477494389,0.523027301,0.576823056,0.506091297,0.434388518,0.492815852,0.435878992,0.503544033
,0.42,0.45,0.51,0.5,0.51,0.49,0.52,0.55,0.53,0.54,0.53,0.55,0.53,0.59,0.59,0.48,0.5,0.49,0.53,0.5,0.52,0.55,0.51,0.51,0.5,0.46,0.46,0.32,0.31,1.74,1.82,2.09,3.0,1.81,1.82,3.16,1.92,1.79,3.25,1.6563,1.41636,0.29329,0.49448,0.62528,0.36338,0.25508,0.12327,0.12624,0.12238,0.11,0.17,0.18,0.25,0.04,0.04,0.01,0.01,0.01,0.01,221266.0,227071.0,233417.0,240268.0,247444.0,255010.0,262976.0,271339.0,280102.0,289296.0,298894.0,308837.0,319128.0,329800.0,340842.0,352269.0,364119.0,376387.0,389072.0,402063.0,415257.0,428641.0,442201.0,456033.0,470165.0,484528.0,499151.0,514026.0,529051.0,544209.0,558442.0,567710.0,545944.0,520838.0,521260.0,527536.0,537494.0,546865.0,557143.0,570990.0,587207.0,603234.0,619048.0,634627.0,649991.0,663323.0,673260.0,681614.0,689737.0,697678.0,705516.0,713331.0,721145.0,728889.0,736357.0,743274.0,749761.0,756121.0,762096.0,767459.0,772506.0,777486.0,782455.0,787424.0,,,,,,,,,0.361772269,0.277091652,0.28663519,,,,,,,,,,,,0.810201466,0.834222496,0.83010155,,,,,,,,,,,,0.778723419,0.858864307,0.80964148,,,,,,,,,,,,0.31292063,0.482542783,0.469944537,,,,,,,,,,,,5.569091797,4.938578129,5.082128525,,,,,,,,,,,,8.86372757,8.904687881,8.954587936,,,,,,,,,,,,0.818948984,0.880341947,0.847574413,,,
,0.46,0.49,0.52,0.55,0.52,0.59,0.61,0.6,0.65,0.71,0.75,0.76,0.77,0.96,1.25,1.54,1.66,1.7,1.79,1.64,1.63,1.24,0.94,0.94,1.0,1.14,1.16,1.1,1.26,1.33,1.37,1.36,1.63,1.6,1.72,1.67,1.73,1.68,2.2,1.6748,1.54485,1.57753,1.69126,1.99114,2.13138,2.34478,2.54528,2.78687,2.94352,2.63,2.52,2.44,2.38,2.4,2.36,2.31,2.26,2.22,2.22,3707515.0,3784744.0,3864140.0,3945729.0,4029472.0,4115511.0,4204065.0,4295269.0,4389249.0,4486098.0,4585693.0,4688267.0,4793804.0,4902248.0,5013765.0,5127776.0,5244355.0,5363917.0,5486132.0,5610380.0,5736088.0,5862990.0,5991118.0,6120620.0,6251926.0,6385630.0,6521983.0,6661434.0,6804072.0,6949139.0,7096194.0,7244891.0,7394419.0,7544489.0,7693722.0,7841471.0,7989367.0,8137619.0,8286928.0,8439052.0,8592656.0,8746084.0,8900583.0,9057378.0,9216279.0,9377388.0,9542663.0,9711152.0,9880593.0,10051317.0,10223270.0,10396246.0,10569697.0,10743349.0,10916987.0,11090085.0,11263015.0,11435533.0,11606905.0,11777315.0,11936162.0,12079472.0,12224110.0,12388571.0,,-0.037932821,0.006815439,-0.085717998,-0.030178549,-0.062640615,-0.033498518,-0.009273427,-0.061413951,0.023150831,-0.024297828,-0.041593142,-0.115274936,-0.08756835,,0.770134747,0.779935241,0.725619733,0.778938591,0.703341067,0.781673729,0.86237967,0.845931649,0.881058872,0.88362509,0.881748736,0.883904934,0.863246858,,0.739242613,0.771074533,0.78065443,0.796764374,0.766099572,0.760786295,0.782481372,0.759098828,0.808609068,0.785768449,0.783008873,0.698195398,0.741972625,,-0.363171756,-0.40403825,-0.346296847,-0.250255913,-0.227338076,-0.242682159,-0.26982671,-0.198793232,-0.179715931,-0.136583105,-0.142896414,-0.16441147,,,5.373986244,5.628419399,5.297872543,6.085579395,5.780620098,5.778874397,6.018894672,5.767428875,5.864798546,5.834329128,5.769723415,5.65055275,5.915734291,,8.483932495,8.511676788,8.554706573,8.571310043,8.595536232,8.630255699,8.664394379,8.714517593,8.752238274,8.784395218,8.811049461,8.837221146,8.860530853,,0.834279954,0.796136498,0.785262346,0.831319928,0.80718559,0.816782832,0.780819416,0.80273807,0.821344614,0.828705788,0.795958757,0.778661788,0.827159464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.15,0.87,0.92,1.09,1.09,1.46,1.76,1.72,1.59,2.63847,2.69403,2.72964,2.9382,3.0789,3.38215,3.59742,3.79035,3.82231,3.52509,3.39,3.55,3.69,3.53,3.52,3.72,3.85,4.01,4.19,4.19,3262539.0,3325333.0,3387512.0,3448532.0,3507959.0,3565517.0,3620849.0,3673367.0,3723067.0,3770376.0,3815561.0,3859242.0,3901895.0,3943152.0,3983063.0,4022090.0,4060039.0,4096516.0,4131521.0,4165511.0,4199820.0,4235970.0,4274013.0,4312521.0,4349597.0,4383306.0,4413374.0,4440300.0,4463320.0,4481230.0,4494310.0,4502386.0,4275730.0,3942981.0,3762330.0,3750527.0,3907751.0,4047748.0,4115059.0,4153014.0,4179350.0,4194932.0,4198410.0,4183757.0,4142860.0,4094297.0,4058086.0,4007876.0,3943392.0,3877750.0,3811088.0,3743142.0,3674374.0,3617559.0,3571068.0,3524324.0,3480986.0,3440027.0,3400129.0,3360711.0,3318407.0,3270943.0,3233526.0,3210847.0,,,0.005163939,,-0.02655248,-0.128856927,-0.035492908,-0.013100526,0.041607015,0.231976315,-0.054061137,0.134780556,0.092498638,0.124626905,,,0.341565669,,0.257533818,0.364966899,0.333312094,0.419789314,0.39034158,0.411937386,0.630698025,0.633453727,0.563798666,0.658846438,,,0.612803698,,0.571649432,0.516695261,0.596072555,0.547962606,0.543629527,0.531435847,0.533987403,0.640764356,0.597341657,0.642939508,,,-0.249808535,,-0.331737727,-0.388097316,-0.489774942,-0.319237053,-0.260703534,-0.04507716,-0.250270844,-0.265015751,-0.29460907,,,,4.899806976,,4.963477135,4.66851759,4.994670868,4.773144722,5.123664379,5.248954296,5.117177963,5.180865288,5.089902401,5.887401104,,,9.13550663,,9.166779518,9.181976318,9.200452805,9.203286171,9.238420486,9.260727882,9.299491882,9.335877419,9.368531227,9.402726173,,,0.76560384,,0.735232174,0.772753716,0.725242853,0.778859854,0.766827762,0.787651718,0.655723631,0.807705104,0.775295258,0.835889578
,3.05,2.91,3.17,3.03,3.23,3.48,3.4,3.18,3.32,3.34,3.36,3.87,3.98,2.55,2.85,2.54,2.25,1.28,1.36,1.51,1.54,1.48,1.58,1.77,2.29,2.25,2.22,2.06,2.35,2.02,2.03,2.99,3.12,2.19,2.1,2.1,2.03,2.12,2.01,2.30919,2.70781,2.6215,2.50532,2.47809,2.58297,2.65414,2.64552,2.17467,2.28086,2.48,2.39,2.39,2.79,3.15,3.33,3.34,2.93,2.93,2.93,512865.0,524403.0,536428.0,549041.0,562274.0,570975.0,574855.0,578723.0,582655.0,586737.0,592244.0,604139.0,626601.0,657246.0,691569.0,727930.0,766424.0,806968.0,849394.0,893500.0,938578.0,982747.0,1023009.0,1060717.0,1099170.0,1138704.0,1179263.0,1220361.0,1261272.0,1301671.0,1341474.0,1380584.0,1420695.0,1462262.0,1503544.0,1543634.0,1582169.0,1619354.0,1655699.0,1691558.0,1726985.0,1761930.0,1795130.0,1826863.0,1859085.0,1892807.0,1928704.0,1966977.0,2007320.0,2048997.0,2091664.0,2134037.0,2175425.0,2217278.0,2260376.0,2305171.0,2352416.0,2401840.0,2451409.0,2499702.0,2546402.0,2588423.0,2630296.0,2675352.0,,-0.200827435,,-0.171546593,,-0.150064006,-0.257061958,-0.209501565,-0.160602555,-0.110951312,-0.121966846,-0.258511871,-0.253493279,-0.259084016,,0.823774636,,0.857776403,,0.82621938,0.812514067,0.799410224,0.767357409,0.791371226,0.857168913,0.851694882,0.817308009,0.817621112,,0.688109398,,0.731179953,,0.690273464,0.739314616,0.773363888,0.697808683,0.674190462,0.746204019,0.68566674,0.656396449,0.729643226,,0.764766574,,0.772753358,,0.723371565,0.745215297,0.818505585,0.795857131,0.723632157,0.739141107,0.692296803,0.706385911,,,4.739367008,,5.451147079,,3.553020239,3.519921064,4.835938931,4.128298759,4.031197071,3.761964798,3.498936653,3.504881144,3.4613657,,9.422457695,,9.530126572,,9.498086929,9.538871765,9.564126015,9.652990341,9.674996376,9.63931179,9.663145065,9.668231964,9.680226326,,0.883035779,,0.831905305,,0.865624785,0.860028088,0.836743116,0.855570793,0.859477818,0.815656066,0.768302798,0.768258631,0.794936001
,,,0.67,0.76,0.72,0.64,0.72,0.78,0.7,0.68,0.83,0.74,0.84,0.87,0.87,0.94,1.05,1.3,1.38,1.37,1.39,1.41,1.43,1.4,1.42,1.74,1.69,1.78,2.89,2.96,3.22,2.86,2.83,2.84,3.38,3.4,3.36,3.3,3.54,3.3405,3.35201,3.31994,3.17642,3.21237,3.34119,3.53035,3.60194,3.60782,3.91305,4.2,4.21,4.3,4.1,4.27,4.1,3.94,3.86,3.84,3.84,73092515.0,75330008.0,77599218.0,79915555.0,82262794.0,84623747.0,86979283.0,89323288.0,91659246.0,94000381.0,96369875.0,98766288.0,101194394.0,103666904.0,106167372.0,108700515.0,111286504.0,113939886.0,116664382.0,119447303.0,122288383.0,125168060.0,128065095.0,130977370.0,133888775.0,136783180.0,139643355.0,142466264.0,145253973.0,148003411.0,150706446.0,153336445.0,155900790.0,158440875.0,160980472.0,163515328.0,166037122.0,168546707.0,171039804.0,173486281.0,175873720.0,178211881.0,180476685.0,182629278.0,184722043.0,186797334.0,188820682.0,190779453.0,192672317.0,194517549.0,196353492.0,198185302.0,199977707.0,201721767.0,203459650.0,205188205.0,206859578.0,208504960.0,210166592.0,211782878.0,213196304.0,214326223.0,215313498.0,216422446.0,,,-0.025988404,-0.087518118,-0.06505543,-0.063952617,-0.082391396,,-0.104778685,-0.125236154,-0.025475523,-0.10995803,-0.184547558,-0.126326516,0.882186115,,0.776644826,0.781931102,0.766716063,0.805949271,0.833655775,0.848606348,0.784814954,0.713814318,0.798935294,0.806571543,0.764792562,0.75060904,0.81833744,,0.858976424,0.820271671,0.832504809,0.816654921,0.807466984,0.754624903,0.81766206,0.788229942,0.755194008,0.763112426,0.715945125,0.749727845,0.096595973,,0.090059429,0.128192991,0.34414953,0.29241237,0.190550372,0.261933923,0.079436481,0.200818866,0.063678071,0.036669046,0.023793146,,6.636771202,,6.320672989,6.691424847,7.000831604,6.837331295,7.037816525,6.660003662,7.140282631,6.980998993,6.546896935,6.374817371,6.332929134,6.190921783,9.417240143,,9.493141174,9.532628059,9.521485329,9.58449173,9.614010811,9.623767853,9.644256592,9.640450478,9.595779419,9.552306175,9.554174423,9.557932854,0.882922947,,0.886402428,0.878107548,0.912818074,0.905528128,0.916252911,0.890314102,0.910421729,0.898316443,0.906693101,0.912455142,0.904694259,0.881505251
,,,1.22,1.15,1.38,1.53,1.74,1.86,2.13,2.36,2.46,2.6,2.87,3.09,3.1,3.32,3.49,3.64,3.73,3.68,3.71,3.81,3.91,4.05,4.02,4.07,4.2,4.26,4.43,4.2,3.15,3.51,3.49,3.26,3.24,3.23,2.31,1.99,1.99,3.49873,3.50818,3.51824,3.52883,3.54056,3.55422,3.96199,4.40923,4.40436,4.01937,4.0,4.08,4.28,4.24,4.04,4.22,4.37,4.32,4.44,4.44,7867374.0,7943118.0,8012946.0,8078145.0,8144340.0,8204168.0,8258057.0,8310226.0,8369603.0,8434172.0,8489574.0,8536395.0,8576200.0,8620967.0,8678745.0,8720742.0,8758599.0,8804183.0,8814032.0,8825940.0,8861535.0,8891117.0,8917457.0,8939738.0,8960679.0,8960547.0,8958171.0,8971359.0,8981446.0,8876972.0,8718289.0,8632367.0,8540164.0,8472313.0,8443591.0,8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,6975761.0,6934015.0,6877743.0,6465097.0,6430370.0,,,-0.139648259,,,-0.146652251,-0.230002597,-0.173897162,-0.193329453,-0.056858663,-0.201748475,-0.172343537,-0.156459168,-0.179109603,,,0.5657866,,,0.544536412,0.663527906,0.641256452,0.60321337,0.575595915,0.636817813,0.700265527,0.689047039,0.724335909,,,0.594433486,,,0.545823634,0.533738077,0.573091209,0.622750044,0.627810121,0.64279449,0.62185514,0.614216745,0.639021873,,,0.524607718,,,0.445788383,0.375915229,0.39037478,0.253990591,0.222501963,0.22492975,0.239210635,0.375986755,,,,3.843797922,,,3.912276268,3.875382423,4.222297192,3.993020535,4.438439846,4.865401268,4.837560654,5.096901894,5.098813534,,,9.579361916,,,9.634515762,9.659895897,9.665997505,9.680178642,9.699062347,9.740979195,9.786646843,9.828942299,9.873218536,,,0.831507623,,,0.84327203,0.860272288,0.837966621,0.829132318,0.885949194,0.907517016,0.92603606,0.94175458,0.923853278
